venue_name,identifier,maximumAttendeeCapacity
Town Hall,jambase:62170,1500
White Eagle Hall,jambase:3066659,800
Elsewhere,jambase:2525735,750
Patchogue Theatre,jambase:361164,1200
Brooklyn Made,jambase:7624432,500
Sofar Sounds Williamsburg,jambase:9198785,
Barclays Center,jambase:70258,19000
The Brooklyn Monarch,jambase:6433198,1000
Beacon Theatre,jambase:62074,2894
The Stone Pony,jambase:62523,600
Palladium Times Square,jambase:64875,2100
State Theatre,jambase:62380,1850
Levon Helm Studios,jambase:192720,200
Cafe Erzulie,jambase:7857634,100
The Local Center for Arts and Culture,jambase:10946623,200
NYCB Theatre at Westbury,jambase:64524,2800
S.O.B.’s,jambase:62383,450
Cafe Carlyle,jambase:371303,88
Dingbatz,jambase:65954,200
The Great Hall at Avant Gardner,jambase:3805684,3000
Our Wicked Lady,jambase:2202036,199
Sleepwalk,jambase:9821701,100
Somewhere Nowhere NYC,jambase:8112450,400
The Wellmont Theater,jambase:67375,2137
New Jersey Performing Arts Center,jambase:63303,3352
The Bowery Electric,jambase:73196,200
Berlin,jambase:1490391,200
Hartford HealthCare Amphitheatre,jambase:7583704,5700
Purgatory,jambase:7993962,75
PNC Bank Arts Center,jambase:62347,17500
The Warehouse at FTC,jambase:396117,640
St. George Theater,jambase:67025,2800
Knockdown Center,jambase:393634,3200
Gold Sounds,jambase:2246393,125
Tubby’s,jambase:5796718,100
MetLife Stadium,jambase:69383,50000
Piano’s,jambase:63359,317
The Roof at Superior Ingredients,jambase:8319925,900
Nebula,jambase:8181266,750
Hulu Theater At Madison Square Garden,jambase:62964,5600
Tarrytown Music Hall,jambase:64467,843
Kings Theatre,jambase:71884,3000
The Kingsland,jambase:3584867,150
SILO Brooklyn,jambase:9620391,500
The Rooftop at Pier 17,jambase:4259207,3400
Mulcahy’s,jambase:62272,1200
UBS Arena,jambase:7395154,19000
BASEMENT,jambase:5389021,500
Hammerstein Ballroom,jambase:62197,2200
StageOne at FTC,jambase:64500,225
Alphaville,jambase:72210,600
Club La Boom,jambase:2329829,790
Salty’s,jambase:9572924,1011
Northwell Health at Jones Beach Theater,jambase:62091,15000
Apollo Theater,jambase:62092,1506
Forest Hills Stadium,jambase:70774,14000
Bethel Woods Center For The Arts,jambase:65209,15000
Hill Country Live NY,jambase:70122,225
Drom,jambase:71570,200
Brooklyn Hangar,jambase:336541,
The Newton Theatre,jambase:74122,600
The Palace Theater,jambase:63773,1600
United Palace Theatre,jambase:370364,3327
Tilles Center,jambase:67073,2242
Kings Hall at Avant Gardner,jambase:5901567,1000
Musica Club NYC,jambase:8233783,2000
Algonquin Arts,jambase:193455,500
Sofar Sounds Chinatown,jambase:9198560,
Apollo’s Victoria Theater,jambase:11306063,
Paragon,jambase:10206963,260
The Stone Pony Summer Stage,jambase:68432,3000
Carnegie Hall,jambase:359328,2804
Citi Field,jambase:73942,41922
The Brooklyn Mirage,jambase:396049,6000
Wall Street Theater,jambase:575580,700
C’mon Everybody,jambase:72642,125
Ulster Performing Arts Center,jambase:64122,1510
Strand Center For The Arts,jambase:73739,1042
The Meadows Brooklyn,jambase:9035326,150
The Paramount Theatre [Middletown],jambase:2347630,
Brooklyn Music Kitchen,jambase:8348435,74
Superior Ingredients,jambase:8158408,800
Minetta Theater,jambase:343075,391
Central Park SummerStage,jambase:63509,5000
Lincoln Center,jambase:62230,3700
Ritz Theatre,jambase:330347,2800
Bernie’s Hillside,jambase:67981,
99 Scott,jambase:4667521,
Knitting Factory at Baker Falls,jambase:10722122,298
Sofar Sounds Chelsea,jambase:9198556,
National Sawdust,jambase:574270,350
Terra Blues,jambase:2546636,
Listen Brooklyn,jambase:11309793,
The Space at Westbury,jambase:71004,1700
Bearsville Theater,jambase:62329,500
Webster Bank Arena,jambase:63900,10000
Murmrr Ballroom,jambase:3121844,700
Union County Performing Arts Center (UCPAC),jambase:340427,1334
Kupferberg Center For The Arts,jambase:395350,2085
Cafe Wha?,jambase:330449,325
Artie’s Bar and Grill,jambase:3877113,150
Park City Music Hall,jambase:8006317,225
The Broadway,jambase:5684102,150
3 Dollar Bill,jambase:4833359,625
Massapequa VFW,jambase:7633827,
Sofar Sounds Upper East Side,jambase:9915027,
Sofar Sounds Hell’s Kitchen,jambase:9771659,
Sofar Sounds Prospect Heights,jambase:9258844,
Sofar Sounds SOHO,jambase:9198737,
Sofar Sounds NoMad,jambase:9198686,
Brooklyn Warehouse,jambase:7640440,
Oppa Bistro,jambase:10181665,
Rockwood Music Hall,jambase:63906,284
The Bell House,jambase:67464,350
South Orange Performing Arts Center,jambase:65997,439
Prudential Hall at NJPAC,jambase:69633,2800
Crossroads,jambase:64561,200
Amityville Music Hall,jambase:70280,85
Bardavon 1869 Opera House,jambase:62397,944
MJ Nesheiwat Convention Center,jambase:62485,
Rocks Off Concert Cruise Aboard The Liberty Belle,jambase:4072591,600
Westhampton Beach Performing Arts Center,jambase:63823,
Marquee New York,jambase:381293,600
The Suffolk Theater,jambase:331131,900
Melrose Ballroom,jambase:71304,800
89 North Music Venue,jambase:69491,
Merkin Concert Hall at Kaufman Music Center,jambase:572036,
Stereo Garden,jambase:3557487,1100
The Gallery at Bethel Woods Center for The Arts,jambase:346224,
Count Basie Park,jambase:7267402,1568
Homestead Bar & Kitchen,jambase:8857644,700
Milford Theater,jambase:7971785,
Bar Lunatico,jambase:73054,
Staller Center,jambase:63183,
Sofar Sounds East Village,jambase:9198823,
Lola,jambase:6064585,200
Salsa Con Fuego,jambase:394270,
H0L0,jambase:3873697,200
Jolene Brooklyn,jambase:10058066,150
Sand City Brewing (North),jambase:9861120,
Sofar Sounds Meatpacking District,jambase:9198857,
Sofar Sounds Flatiron District,jambase:9198828,
Sofar Sounds Columbus Circle,jambase:9198807,
Sofar Sounds Greenpoint,jambase:9198621,
Sofar Sounds Bushwick,jambase:9198541,
Church of the Heavenly Rest,jambase:6110209,
Krasnoff Theater at Tilles Center for the Performing Arts,jambase:5987462,506
LeFrak Concert Hall,jambase:410046,
FINE & RAW Chocolate,jambase:11189155,
Club Lambda,jambase:11161161,
pinkFROG cafe,jambase:10612689,65
Mercury Lounge,jambase:62340,250
Garcia’s at The Capitol Theatre,jambase:73627,250
Rough Trade NYC,jambase:71173,250
Arlene’s Grocery,jambase:62314,150
House Of Independents,jambase:2075065,500
Towne Crier Cafe,jambase:63787,240
Market Hotel,jambase:192672,450
Concert Hall at New York Society for Ethical Culture,jambase:345897,815
Good Room,jambase:72521,125
Rose Theater at Lincoln Center,jambase:2614649,1233
The Appel Room @ Lincoln Center,jambase:72396,483
Pollak Theatre at Monmouth University,jambase:193677,714
Paramount Hudson Valley,jambase:69937,1050
Outpost in the Burbs,jambase:64953,750
Elsewhere (Rooftop),jambase:4231498,200
NuBlu,jambase:63924,
Sussex County Fairgrounds,jambase:63468,
Schimanski,jambase:2737388,750
Avant Gardner,jambase:5090575,6000
The House Of Yes,jambase:387183,
Beau’s Bar,jambase:65869,
Emelin Theater,jambase:63285,275
Flushing Meadows Corona Park,jambase:70988,
Otto’s Shrunken Head,jambase:69045,
Shorefront Park,jambase:68147,
Tierney’s Tavern,jambase:335972,
Roger Sherman Park,jambase:571624,
Arrowood Farms,jambase:4151404,
The Opera House,jambase:8056234,
Concerts in the Studio,jambase:409070,
Old Dutch Church,jambase:387058,
The Westport Library,jambase:9866770,
Sheraton Parsippany Hotel,jambase:9359762,
Irish Arts Center,jambase:7323590,
Friends and Lovers,jambase:71589,
City Winery Hudson Valley,jambase:7108086,
Sabor Latino Restaurant,jambase:5900209,50
Yasgur Road Reunion,jambase:357556,
Bernies Hillside Lounge,jambase:333429,
Fiesta Nightclub,jambase:330501,600
Williams Center For The Performing Arts,jambase:324222,2200
Shaker’s Pub,jambase:2324874,
Heaven Can Wait,jambase:9423125,200
Sofar Sounds Greenwich Village,jambase:9198835,
Sofar Sounds Gramercy Park,jambase:9198833,
Sofar Sounds East Williamsburg,jambase:9198824,
Sofar Sounds Tribeca,jambase:9198767,
Sofar Sounds Dumbo,jambase:9198587,
The INKwell Harbor-Club Rooftop,jambase:9035327,
Newburgh Convention Center,jambase:8310890,
Pangea,jambase:7827494,
The Turk’s Inn,jambase:7337124,
"Rock, Ribs and Ridges",jambase:68112,
Nublu Classic,jambase:6383474,
Omega Institute,jambase:410368,
The Woodland,jambase:3886744,
The Leif,jambase:3745069,
Donegal Saloon,jambase:366243,
Stamford Center for the Arts,jambase:360250,
The Stage at Rockwell’s,jambase:327206,
Mr. Pi’s Sushi,jambase:11462194,
Spring Place New York,jambase:11424402,
Kingsland Point Park,jambase:11416453,
Sofar Sounds East Harlem,jambase:11252600,
Sofar Sounds Grand Central Terminal,jambase:11055524,
Birdies Indoor Golf and Cocktail Bar Long Island,jambase:10186236,
CRAVE CAVE,jambase:10116263,
Buffalo Iron Works,jambase:69817,500
The Town Ballroom,jambase:64939,1000
Riviera Theatre,jambase:64393,1100
Rec Room,jambase:4406655,300
Electric City,jambase:11409071,
Darien Lake Performing Arts Center,jambase:62099,21600
Buffalo RiverWorks,jambase:2052027,5000
Asbury Hall at Babeville,jambase:67452,1200
Bears Den @ Seneca Niagara Casino,jambase:65313,440
KeyBank Center,jambase:67080,19200
The 9th Ward at Babeville,jambase:70305,150
Artpark,jambase:66536,10000
Mohawk Place,jambase:63835,225
Shea’s Performing Arts Center,jambase:63019,3019
Kleinhan’s Music Hall,jambase:360985,2400
University at Buffalo Center for the Arts,jambase:62921,1750
Seneca Allegany Casino,jambase:64063,2427
Buffalo State Performing Arts Center,jambase:193192,856
Shea’s 710 Theatre,jambase:6198533,625
Events Center @ Seneca Niagara Casino,jambase:363032,2200
Highmark Stadium,jambase:2796140,71870
Showplace Theatre,jambase:327540,800
Sportsmen’s Tavern,jambase:66732,
Chautauqua Institution Amphitheater,jambase:66468,4400
Sahlen Field,jambase:361648,
University At Buffalo Lippes Concert Hall,jambase:327174,
Knox Farm State Park,jambase:4412912,
Holiday Valley Ski Resort,jambase:363225,
Terminal B at Outer Harbor Buffalo,jambase:11338095,
Knitting Factory Concert House,jambase:62711,1000
Treefort Music Hall,jambase:9544670,700
Neurolux Lounge,jambase:62432,300
Revolution Concert House & Event Center,jambase:72853,2300
The Olympic Venue,jambase:325496,300
Ford Idaho Center Amphitheater,jambase:63855,10500
Morrison Center for The Performing Arts,jambase:67524,2037
Shrine Social Club,jambase:10985791,800
Egyptian Theater,jambase:73289,1400
ExtraMile Arena,jambase:64525,13390
Ford Idaho Center Arena,jambase:62844,12279
El Korah Shrine,jambase:193518,600
Idaho Central Arena,jambase:73452,6800
The Shredder,jambase:68598,300
Nampa Civic Center,jambase:363704,640
Outlaw Field At The Idaho Botanical Garden,jambase:65884,
The Sapphire Room at Riverside Hotel,jambase:70014,170
Expo Idaho,jambase:72854,
Downtown Boise,jambase:402509,
Stoney’s Roadhouse,jambase:8181290,
Forester’s Club,jambase:376762,
Burlap n Buds Flower Farm,jambase:9694890,
9th St. Parallel at Knitting Factory,jambase:3774220,1000
The Englert Theatre,jambase:71547,725
Paramount Theater,jambase:62556,1693
Wildwood Smokehouse,jambase:404105,700
Alliant Energy PowerHouse,jambase:63547,9000
Five Flags Civic Center,jambase:67550,5200
McGrath Amphitheatre,jambase:71288,6000
Gabe’s,jambase:62517,350
Great Jones County Fair,jambase:2312329,
Gallagher Bluedorn Performing Arts Center,jambase:64959,1680
Hancher Auditorium,jambase:404083,1800
Mississippi Moon Bar,jambase:404048,
Dubuque County Fair,jambase:337854,
Xtream Arena,jambase:7640696,6600
Fayette County Fairgrounds,jambase:7440228,
The Olympic South Side Theater,jambase:9521451,300
Octopus,jambase:393782,
Crown Room at Crystal Bay Club,jambase:66867,550
Grand Sierra Resort,jambase:68964,2700
The Ranch House,jambase:9782439,
Harrah’s South Shore Room,jambase:69524,1000
Reno Events Center,jambase:65429,7500
Silver Legacy Casino,jambase:65133,7500
Virginia Street Brewhouse,jambase:5390325,270
Lake Tahoe Outdoor Arena At Harveys,jambase:73393,9300
Nugget Event Center,jambase:6162928,
The Holland Project,jambase:65449,150
Reno Ballroom,jambase:408586,3000
BLU Nightclub,jambase:574130,
Nugget Casino,jambase:2777772,8500
Oak Room Lounge,jambase:7964696,200
Tahoe Blue Event Center,jambase:10308021,5000
Grand Sierra Theatre,jambase:68387,2700
Harrah’s Lake Tahoe,jambase:71051,
Eldorado Resort Casino,jambase:2385531,
Corley Ranch,jambase:9892297,
Gull Lake Park,jambase:2587568,
Cellar Stage,jambase:8551490,
Alibi Ale Works – Incline Public House,jambase:8193355,
Wingfield Park Amphitheater,jambase:71045,
Night in the Country,jambase:6935860,
Reno Livestock Events Center,jambase:394497,
Woollystar Ranch,jambase:10313665,
American Music Theatre,jambase:62487,1600
XL Live,jambase:4106425,1100
The Capitol Room at HMAC,jambase:1538901,1000
Lovedraft’s Brewing Co.,jambase:7826533,500
HMAC: Stage on Herr,jambase:67741,400
Mickey’s Black Box,jambase:8181263,600
Hersheypark Stadium,jambase:74121,7286
Hershey Theatre,jambase:66525,1904
Luhrs Center,jambase:73893,1500
Appell Center For The Performing Arts,jambase:5687687,1262
Giant Center,jambase:65154,10500
Phantom Power,jambase:6296234,400
York Fairgrounds,jambase:63827,5500
Majestic Theater,jambase:370506,
Pullo Center,jambase:326677,1016
Strand-Capitol Performing Arts Center,jambase:62619,600
Tellus 360,jambase:69582,1000
The Englewood,jambase:7615283,250
Vine Street Commons,jambase:3015342,
Whitaker Center,jambase:62392,800
The Forum,jambase:68463,1763
Freedom Hall,jambase:388336,3000
Riverfront Park,jambase:414387,
Zoetropolis,jambase:6372971,
Christian Life Assembly,jambase:5940097,
Pennsylvania Farm Show Complex & Expo Center,jambase:9897365,
Appell Center for the Performing Arts – Capitol Theater,jambase:10646977,450
Q & Z Expo Center,jambase:71970,786
Grand Theater,jambase:64094,1200
Lamplight Sessions,jambase:9639251,
MC Festival Grounds,jambase:3971686,
"LRC Theater, Nicolet College",jambase:359768,
Hodag Country Festival Venue,jambase:2882719,
Southern Kentucky Performing Arts Center,jambase:70323,1800
SKyPAC,jambase:574159,
Capitol Arts Center,jambase:360977,
Saint Andrews Hall,jambase:68884,1000
El Club,jambase:2181838,450
Sound Board at MotorCity Casino Hotel,jambase:71492,2400
Sanctuary Detroit,jambase:71159,300
Royal Oak Music Theatre,jambase:62244,1700
Majestic Theatre,jambase:62293,1100
The Fillmore Detroit,jambase:62428,2900
The Shelter,jambase:62118,400
Meadow Brook Theatre,jambase:69277,7700
Magic Bag,jambase:62181,400
The Loving Touch,jambase:67769,250
The Blind Pig,jambase:62116,400
Andiamo Celebrity Showroom,jambase:73872,800
Lager House,jambase:66217,200
Music Hall Center for the Arts,jambase:64864,1731
Pine Knob Music Theatre,jambase:62357,15040
Magic Stick Lounge,jambase:357495,700
Little Caesars Arena,jambase:2875134,20300
The Ark,jambase:62674,400
District 142,jambase:9783399,700
Fox Theatre,jambase:63012,5174
Masonic Temple Theatre,jambase:63614,5000
The Aretha Franklin Amphitheater,jambase:5788769,
Michigan Lottery Amphitheatre At Freedom Hill,jambase:66931,7200
Small’s,jambase:63923,300
The Token Lounge,jambase:73151,400
Fisher Theatre,jambase:5281107,2089
Crofoot Ballroom,jambase:66949,1100
Third Man Records Cass Corridor,jambase:2336654,300
The Pike Room,jambase:73865,250
Elektricity,jambase:68574,1000
Flagstar Strand Theatre For The Performing of Arts,jambase:2784787,895
Sofar Sounds University District,jambase:9671891,
Sofar Sounds McDougall-Hunt,jambase:9198666,
Ford Field,jambase:63442,65000
Comerica Park,jambase:62420,41297
Hill Auditorium,jambase:63143,3500
Leland City Club,jambase:392758,750
Edgemen,jambase:8240045,1100
The New Dodge Lounge,jambase:378721,
Meadow Brook Amphitheatre,jambase:64961,7700
Harpos Concert Theater,jambase:63144,2000
Motor City Casino,jambase:570773,2400
Hart Plaza,jambase:192678,
Russell Industrial Center,jambase:70959,1500
Deluxx Fluxx,jambase:3856874,240
Detroit Institute of the Arts,jambase:65416,1150
Emerald Theatre,jambase:358506,1640
TV Lounge,jambase:193306,650
Tangent Gallery,jambase:74205,2000
Outer Limits,jambase:406473,
Symphony Hall,jambase:63257,
Spot Lite Detroit,jambase:7855349,400
The Jack White Theatre,jambase:392058,
Northridge Church,jambase:380360,
Sofar Sounds New Center,jambase:9198682,
Fowling Warehouse Hamtramck,jambase:5169306,
Fountain Ballroom at Masonic Temple,jambase:4859941,
20 Front Street,jambase:3269997,90
North Star Lounge,jambase:11333657,
Red Door Gallery,jambase:11100752,
Peoples Bank Theatre,jambase:2757383,952
Adelphia Music Hall,jambase:68680,
Bridge View Center,jambase:326162,664
Elevation 27,jambase:5085538,600
The NorVa,jambase:63639,1500
Veterans United Home Loans Amphitheater at Virginia Beach,jambase:68280,20000
Sandler Center for the Performing Arts,jambase:68374,1308
Chrysler Hall,jambase:63538,2500
Hampton Coliseum,jambase:62083,9777
